city,state,total_dc_fast_kw,total_level2_kw,stress_score,investment_category
Palatka,FL,200,28,0.477,Saturated Market
New Rochelle,NY,500,413,0.1908,Saturated Market
South Orange,NJ,0,14,100.0,Critical Opportunity
Duncansville,PA,200,0,0.477,Saturated Market
Bandera,TX,100,7,0.954,Stable/Growing
Helen,GA,700,7,0.1363,Saturated Market
El Cerrito,CA,600,28,0.159,Saturated Market
Wallace,NC,0,14,100.0,Critical Opportunity
Republic,WA,200,7,0.477,Saturated Market
South Yarmouth,MA,100,0,0.954,Stable/Growing
Portsmouth,VA,400,56,0.2385,Saturated Market
Philmont,NY,0,14,100.0,Critical Opportunity
Danville,VT,50,7,1.9079,High Opportunity
Dade City,FL,200,42,0.477,Saturated Market
Fruita,CO,600,84,0.159,Saturated Market
Totowa,NJ,0,28,100.0,Critical Opportunity
Fair Play,MO,0,14,100.0,Critical Opportunity
Lamoni,IA,600,0,0.159,Saturated Market
Oglesby,IL,0,28,100.0,Critical Opportunity
Beaumont,CA,1200,42,0.0795,Saturated Market
Ocala,FL,2250,238,0.0424,Saturated Market
Elmwood Park,IL,0,14,100.0,Critical Opportunity
Independence,MO,0,28,100.0,Critical Opportunity
North Branch,MN,800,28,0.1192,Saturated Market
Homewood,AL,300,126,0.318,Saturated Market
Ozark,AL,0,35,100.0,Critical Opportunity
Paducah,KY,400,35,0.2385,Saturated Market
Nashville,TN,4850,3115,0.0197,Saturated Market
Lancaster,TX,200,56,0.477,Saturated Market
corona,CA,0,14,100.0,Critical Opportunity
Saint George,SC,0,14,100.0,Critical Opportunity
East Brunswick,NJ,1100,182,0.0867,Saturated Market
Sonora,CA,400,42,0.2385,Saturated Market
Stonington,CT,0,35,100.0,Critical Opportunity
Mountain View,CA,2600,6965,0.0367,Saturated Market
Morro City,CA,200,0,0.477,Saturated Market
Jacksonville,NC,700,56,0.1363,Saturated Market
Lynn,MA,100,140,0.954,Stable/Growing
Nolanville,TX,0,14,100.0,Critical Opportunity
San Miguel,CA,100,0,0.954,Stable/Growing
Ponderay,ID,100,7,0.954,Stable/Growing
Sunny Isles Beach,FL,0,147,100.0,Critical Opportunity
Cicero,IL,200,28,0.477,Saturated Market
COLUMBUS,GA,100,0,0.954,Stable/Growing
VINCENNES,IN,50,7,1.9079,High Opportunity
Hudson,MA,150,28,0.636,Stable/Growing
Morristown,VT,0,14,100.0,Critical Opportunity
Flatonia,TX,350,0,0.2726,Saturated Market
Jamestown,TN,0,14,100.0,Critical Opportunity
Riverside,CT,0,28,100.0,Critical Opportunity
Marina del Rey,CA,0,42,100.0,Critical Opportunity
Clyde,TX,1200,0,0.0795,Saturated Market
Cairo,GA,100,0,0.954,Stable/Growing
Nazareth,PA,200,42,0.477,Saturated Market
Minot,ND,700,7,0.1363,Saturated Market
Crandberry Township,PA,0,126,100.0,Critical Opportunity
Edgerton,KS,0,14,100.0,Critical Opportunity
Creswell,OR,600,0,0.159,Saturated Market
Kahului,HI,1000,161,0.0954,Saturated Market
Graham,NC,450,21,0.212,Saturated Market
Smithton,PA,200,0,0.477,Saturated Market
Fall River,MA,1000,420,0.0954,Saturated Market
Athena,OR,100,0,0.954,Stable/Growing
Silver Cliff,CO,50,14,1.9079,High Opportunity
Heber Springs,AR,0,14,100.0,Critical Opportunity
Ashland,AL,0,14,100.0,Critical Opportunity
Trout River,NY,0,7,100.0,Critical Opportunity
Mineola,TX,100,0,0.954,Stable/Growing
Alexandria Bay,NY,200,35,0.477,Saturated Market
McKinney,TX,1500,210,0.0636,Saturated Market
Sammamish,WA,800,77,0.1192,Saturated Market
Pottsville,PA,0,56,100.0,Critical Opportunity
ann arbor,MI,0,14,100.0,Critical Opportunity
Augusta,MO,0,7,100.0,Critical Opportunity
Tinton Falls,NJ,300,70,0.318,Saturated Market
Rising Fawn,GA,200,42,0.477,Saturated Market
Jennings,FL,200,0,0.477,Saturated Market
Queens County,NY,0,70,100.0,Critical Opportunity
Schaumburg,IL,300,252,0.318,Saturated Market
Wauzeka,WI,0,14,100.0,Critical Opportunity
New Castle,IN,200,14,0.477,Saturated Market
Kittanning,PA,0,14,100.0,Critical Opportunity
Dardanelle,AR,0,42,100.0,Critical Opportunity
Waseca,MN,100,0,0.954,Stable/Growing
BURLINGTON,WI,50,0,1.9079,High Opportunity
Essex,CT,0,14,100.0,Critical Opportunity
New Berlin,NY,0,14,100.0,Critical Opportunity
Darien,CT,300,154,0.318,Saturated Market
Roseville,CA,3500,784,0.0273,Saturated Market
Kailua Kona,HI,0,7,100.0,Critical Opportunity
Flinstone,MD,100,0,0.954,Stable/Growing
Boonville,CA,0,42,100.0,Critical Opportunity
Kenmore,NY,100,0,0.954,Stable/Growing
Greensburg,IN,0,84,100.0,Critical Opportunity
Wamsutter,WY,200,0,0.477,Saturated Market
Newhall,CA,0,7,100.0,Critical Opportunity
Spartanburg,SC,800,84,0.1192,Saturated Market
Maynard,MA,50,28,1.9079,High Opportunity
Port Austin,MI,100,14,0.954,Stable/Growing
Amanda Park,WA,0,7,100.0,Critical Opportunity
Anahola,HI,0,14,100.0,Critical Opportunity
Pittsburgh,PA,4250,2730,0.0224,Saturated Market
Geneva,NY,500,133,0.1908,Saturated Market
Elmira,NY,1100,119,0.0867,Saturated Market
Ramsey,MN,50,14,1.9079,High Opportunity
Minneapolis,MN,1000,1407,0.0954,Saturated Market
Chiefland,FL,100,0,0.954,Stable/Growing
Refugio,TX,400,0,0.2385,Saturated Market
Lawrence,MA,900,231,0.106,Saturated Market
Harpers Ferry,WV,0,7,100.0,Critical Opportunity
Elkins,WV,200,42,0.477,Saturated Market
Montesano,WA,0,7,100.0,Critical Opportunity
Kew Gardens,NY,150,217,0.636,Stable/Growing
Port Clinton,OH,200,28,0.477,Saturated Market
Sterling,AK,200,14,0.477,Saturated Market
Williston,VT,100,70,0.954,Stable/Growing
Zelienople,PA,100,28,0.954,Stable/Growing
Stuart,IA,100,14,0.954,Stable/Growing
Albert Lea,MN,200,0,0.477,Saturated Market
Pennsville Township,NJ,0,14,100.0,Critical Opportunity
Brookhaven,GA,100,49,0.954,Stable/Growing
Farmingdale,NY,0,154,100.0,Critical Opportunity
Palestine,TX,100,21,0.954,Stable/Growing
Fallon,NV,0,119,100.0,Critical Opportunity
Sapphire,NC,0,14,100.0,Critical Opportunity
Ft. Myer,VA,0,42,100.0,Critical Opportunity
Tye,TX,200,0,0.477,Saturated Market
Charlotte Hall,MD,450,0,0.212,Saturated Market
Ventura,CA,2050,420,0.0465,Saturated Market
Sandy,UT,100,147,0.954,Stable/Growing
Webster Groves,MO,0,14,100.0,Critical Opportunity
Latham,NY,900,749,0.106,Saturated Market
Pine,CO,0,14,100.0,Critical Opportunity
Spring Valley,MN,100,28,0.954,Stable/Growing
Clintonville,WI,0,28,100.0,Critical Opportunity
Henderson,TX,400,21,0.2385,Saturated Market
Marlboro,NJ,0,28,100.0,Critical Opportunity
Wolfeboro,NH,0,14,100.0,Critical Opportunity
San Martin,CA,0,126,100.0,Critical Opportunity
tarrytown,NY,0,70,100.0,Critical Opportunity
Webster,NY,450,329,0.212,Saturated Market
Perrysburg,OH,0,56,100.0,Critical Opportunity
Aguilar,CO,0,14,100.0,Critical Opportunity
Oxnard,CA,950,231,0.1004,Saturated Market
Burr Ridge,IL,800,0,0.1192,Saturated Market
Wedowee,AL,100,0,0.954,Stable/Growing
Hoboken,NJ,450,259,0.212,Saturated Market
Norwood,OH,0,14,100.0,Critical Opportunity
Petersburg,VA,800,14,0.1192,Saturated Market
Oakridge,OR,0,14,100.0,Critical Opportunity
Mobridge,SD,0,14,100.0,Critical Opportunity
San Carlos,CA,0,98,100.0,Critical Opportunity
Simsbury,CT,150,119,0.636,Stable/Growing
Wendover,UT,0,28,100.0,Critical Opportunity
St. Helens,OR,100,56,0.954,Stable/Growing
Lindenhurst,NY,0,28,100.0,Critical Opportunity
Greenville,TX,700,28,0.1363,Saturated Market
Everson,WA,0,7,100.0,Critical Opportunity
Ext Avon,MA,300,0,0.318,Saturated Market
Concord,VT,0,14,100.0,Critical Opportunity
Littlefield,TX,0,28,100.0,Critical Opportunity
Breinigsville,PA,0,28,100.0,Critical Opportunity
Wolf Point,MT,0,14,100.0,Critical Opportunity
East Amherst,NY,0,56,100.0,Critical Opportunity
silverton,OR,0,7,100.0,Critical Opportunity
Hazleton,PA,600,28,0.159,Saturated Market
Ocean Shores,WA,400,0,0.2385,Saturated Market
Brea,CA,1200,462,0.0795,Saturated Market
East Ithaca,NY,0,42,100.0,Critical Opportunity
Flowood,MS,100,7,0.954,Stable/Growing
Church Hill,TN,100,0,0.954,Stable/Growing
Charlotte,MI,50,77,1.9079,High Opportunity
Murrieta,CA,2850,231,0.0335,Saturated Market
Trout Run,PA,400,0,0.2385,Saturated Market
Ninety Six,SC,100,14,0.954,Stable/Growing
Fairfax,VA,1500,588,0.0636,Saturated Market
Tonawanda,NY,200,238,0.477,Saturated Market
Redford Charter Twp,MI,100,63,0.954,Stable/Growing
Bladensburg,MD,100,49,0.954,Stable/Growing
Panama City,FL,550,749,0.1734,Saturated Market
Trussville,AL,0,14,100.0,Critical Opportunity
Fowlerville,MI,100,0,0.954,Stable/Growing
Adelanto,CA,0,168,100.0,Critical Opportunity
Bal Harbor,FL,400,0,0.2385,Saturated Market
Hudson,NC,0,28,100.0,Critical Opportunity
North Babylon,NY,600,0,0.159,Saturated Market
Hillsboro,KS,0,7,100.0,Critical Opportunity
Bergenfield,NJ,0,140,100.0,Critical Opportunity
Wellsboro,PA,0,56,100.0,Critical Opportunity
Pearland,TX,800,28,0.1192,Saturated Market
Wheaton,MD,0,28,100.0,Critical Opportunity
Millen,GA,500,0,0.1908,Saturated Market
Dublin,PA,0,42,100.0,Critical Opportunity
Cantwell,AK,450,7,0.212,Saturated Market
Wapakoneta,OH,0,14,100.0,Critical Opportunity
Reynoldsburg,OH,600,42,0.159,Saturated Market
Green River,UT,1600,0,0.0596,Saturated Market
Shrewsbury,PA,600,0,0.159,Saturated Market
SCANTON,PA,50,0,1.9079,High Opportunity
Hillside,IL,0,14,100.0,Critical Opportunity
Northfield,IL,0,56,100.0,Critical Opportunity
Balcones Heights,TX,300,0,0.318,Saturated Market
Fife,WA,500,35,0.1908,Saturated Market
Rutherford,NJ,400,42,0.2385,Saturated Market
Saint Michaels,MD,0,14,100.0,Critical Opportunity
Moreno Valley,CA,1000,126,0.0954,Saturated Market
Eagan,MN,900,287,0.106,Saturated Market
Eagles Mere,PA,0,14,100.0,Critical Opportunity
Ewen,MI,0,7,100.0,Critical Opportunity
LUCEDALE,MS,50,0,1.9079,High Opportunity
Encinal,TX,200,0,0.477,Saturated Market
Bridgeport,MI,200,0,0.477,Saturated Market
Mountain View,AR,0,7,100.0,Critical Opportunity
Salem,IL,800,0,0.1192,Saturated Market
Cranbury,NJ,850,0,0.1122,Saturated Market
Rochester,NH,0,49,100.0,Critical Opportunity
West Point,NE,0,14,100.0,Critical Opportunity
Ellabell,GA,0,28,100.0,Critical Opportunity
Scottsdale,AZ,2550,1631,0.0374,Saturated Market
Lyons,NY,0,42,100.0,Critical Opportunity
Farina,IL,0,7,100.0,Critical Opportunity
Homewood,IL,0,259,100.0,Critical Opportunity
Gary,IN,0,7,100.0,Critical Opportunity
Winona,MN,150,84,0.636,Stable/Growing
Miramar Beach,FL,0,28,100.0,Critical Opportunity
Eastampton Township,NJ,0,28,100.0,Critical Opportunity
Yucaipa,CA,0,56,100.0,Critical Opportunity
Stevenson,WA,50,63,1.9079,High Opportunity
Tierra Verde,FL,0,42,100.0,Critical Opportunity
Dacula,GA,0,14,100.0,Critical Opportunity
Lebanon,NH,100,126,0.954,Stable/Growing
Greenville,TN,100,7,0.954,Stable/Growing
Lompoc,CA,600,154,0.159,Saturated Market
Mt. Pleasant,SC,0,245,100.0,Critical Opportunity
Winfield,IN,0,7,100.0,Critical Opportunity
Riverside,IL,0,28,100.0,Critical Opportunity
Austin,MN,200,175,0.477,Saturated Market
Lake Mary,FL,500,154,0.1908,Saturated Market
East Walpole,MA,0,42,100.0,Critical Opportunity
Lockport,NY,50,294,1.9079,High Opportunity
McAlester,OK,200,0,0.477,Saturated Market
Versailles,IN,200,0,0.477,Saturated Market
Beach Haven,NJ,0,42,100.0,Critical Opportunity
Sheridan,WY,50,21,1.9079,High Opportunity
Santa Clara,CA,600,1386,0.159,Saturated Market
Woodcliff Lake,NJ,100,0,0.954,Stable/Growing
Hoover,AL,150,35,0.636,Stable/Growing
Sacramento,CA,10400,5544,0.0092,Saturated Market
Ocean View,NJ,600,0,0.159,Saturated Market
Lebanon,OR,0,49,100.0,Critical Opportunity
Mishawaka,IN,850,56,0.1122,Saturated Market
Evans Mills,NY,0,56,100.0,Critical Opportunity
Millbury,MA,600,70,0.159,Saturated Market
Mount Vernon,IL,200,0,0.477,Saturated Market
Wharton,NJ,0,56,100.0,Critical Opportunity
Seville,OH,600,0,0.159,Saturated Market
Hillsboro,ND,50,0,1.9079,High Opportunity
Show Low,AZ,200,7,0.477,Saturated Market
Fountain Valley,CA,1000,84,0.0954,Saturated Market
West Bloomfield Township,MI,0,364,100.0,Critical Opportunity
Moville,IA,200,0,0.477,Saturated Market
Greenwood Village,CO,900,84,0.106,Saturated Market
Santa Rosa,CA,1000,959,0.0954,Saturated Market
Garfield,NJ,0,14,100.0,Critical Opportunity
Shafter,CA,50,189,1.9079,High Opportunity
Hamilton,NJ,50,28,1.9079,High Opportunity
Wheeler,OR,0,42,100.0,Critical Opportunity
Cheshire,CT,0,245,100.0,Critical Opportunity
portland,OR,0,28,100.0,Critical Opportunity
Wenatchee,WA,300,252,0.318,Saturated Market
Midvale,UT,1400,14,0.0681,Saturated Market
Greeneville,TN,300,21,0.318,Saturated Market
Port Canaveral,FL,300,0,0.318,Saturated Market
Sulphur,LA,600,0,0.159,Saturated Market
Evanston,IL,600,28,0.159,Saturated Market
Parsippany-Troy Hills,NJ,0,168,100.0,Critical Opportunity
Miami Beach,FL,500,574,0.1908,Saturated Market
Center,CO,200,0,0.477,Saturated Market
Woodbine,NJ,300,28,0.318,Saturated Market
Montgomeryville,PA,150,21,0.636,Stable/Growing
Camden,TN,100,0,0.954,Stable/Growing
New Braunfels,TX,2200,28,0.0434,Saturated Market
Point Roberts,WA,50,14,1.9079,High Opportunity
TOMBALL,TX,250,0,0.3816,Saturated Market
Little Elm,TX,0,56,100.0,Critical Opportunity
Hartford,CT,50,2331,1.9079,High Opportunity
Triangle,VA,0,21,100.0,Critical Opportunity
New Brunswick,NJ,0,294,100.0,Critical Opportunity
Highland Park,CA,0,7,100.0,Critical Opportunity
Willington,CT,800,0,0.1192,Saturated Market
Chatauqua,NY,0,7,100.0,Critical Opportunity
Vergennes,VT,800,21,0.1192,Saturated Market
Saint Henry,OH,0,14,100.0,Critical Opportunity
Panguitch,UT,0,42,100.0,Critical Opportunity
Pharr,TX,50,7,1.9079,High Opportunity
Gretna,NE,0,56,100.0,Critical Opportunity
West Danville,VT,0,14,100.0,Critical Opportunity
Georgetown,SC,0,14,100.0,Critical Opportunity
Tumwater,WA,1200,21,0.0795,Saturated Market
Portsmouth,NH,950,168,0.1004,Saturated Market
Anniston,AL,200,77,0.477,Saturated Market
Kennewick,WA,300,175,0.318,Saturated Market
Red River,NM,100,7,0.954,Stable/Growing
Vidalia,GA,200,91,0.477,Saturated Market
Benson,NC,400,0,0.2385,Saturated Market
Santa Cruz,CA,500,329,0.1908,Saturated Market
Birch Run,MI,300,28,0.318,Saturated Market
Beatrice,NE,50,42,1.9079,High Opportunity
Foxborough,MA,1200,112,0.0795,Saturated Market
Cheviot,OH,0,14,100.0,Critical Opportunity
San Mateo,CA,3700,3094,0.0258,Saturated Market
Irwindale,CA,0,14,100.0,Critical Opportunity
West Roxbury,MA,0,28,100.0,Critical Opportunity
Avon Park,FL,400,0,0.2385,Saturated Market
Marina,CA,0,329,100.0,Critical Opportunity
Linthicum Heights,MD,600,98,0.159,Saturated Market
Saint Francisville,LA,0,14,100.0,Critical Opportunity
Victor,ID,0,28,100.0,Critical Opportunity
Springdale,OH,0,56,100.0,Critical Opportunity
Tallulah Falls,GA,0,42,100.0,Critical Opportunity
Havre,MT,50,0,1.9079,High Opportunity
Dowagiac,MI,300,7,0.318,Saturated Market
Vernon Hills,IL,300,84,0.318,Saturated Market
Nipton,CA,0,14,100.0,Critical Opportunity
Claysburg,PA,400,0,0.2385,Saturated Market
Tampa,FL,5550,3549,0.0172,Saturated Market
Madison,AL,800,140,0.1192,Saturated Market
Fort Hood,TX,0,679,100.0,Critical Opportunity
Fort Jackson,SC,0,140,100.0,Critical Opportunity
Maple Hill,KS,200,0,0.477,Saturated Market
Sun Prairie,WI,300,112,0.318,Saturated Market
Meadows of Dan,VA,300,14,0.318,Saturated Market
Carmel-by-the-Sea,CA,0,147,100.0,Critical Opportunity
Stanton,CA,350,42,0.2726,Saturated Market
Savage,MN,100,70,0.954,Stable/Growing
Crystal Lake,IL,200,28,0.477,Saturated Market
Ooltewah,TN,0,14,100.0,Critical Opportunity
Harper,KS,0,14,100.0,Critical Opportunity
Teaneck,NJ,1000,70,0.0954,Saturated Market
Williamsville,NY,300,364,0.318,Saturated Market
Lynbrook,NY,0,14,100.0,Critical Opportunity
Dayton,OR,0,35,100.0,Critical Opportunity
Northridge,CA,1500,126,0.0636,Saturated Market
Dillon,SC,2000,14,0.0477,Saturated Market
Corsicana,TX,500,42,0.1908,Saturated Market
Rochester,WA,1200,0,0.0795,Saturated Market
West Chester Township,OH,900,14,0.106,Saturated Market
Caswell Beach,NC,0,7,100.0,Critical Opportunity
Dagsboro,DE,0,28,100.0,Critical Opportunity
Lincoln Park,NJ,0,42,100.0,Critical Opportunity
Groton,MA,0,70,100.0,Critical Opportunity
New Hartford,NY,0,322,100.0,Critical Opportunity
Ephrata,PA,600,56,0.159,Saturated Market
White Hall,AR,200,35,0.477,Saturated Market
Woodside,CA,0,7,100.0,Critical Opportunity
Hallowell,ME,200,14,0.477,Saturated Market
Cold Spring,NY,0,56,100.0,Critical Opportunity
Iola,KS,0,7,100.0,Critical Opportunity
Cadillac,MI,0,28,100.0,Critical Opportunity
Wilmington,CA,700,35,0.1363,Saturated Market
Kit Carson,CO,400,0,0.2385,Saturated Market
New Harmony,UT,0,14,100.0,Critical Opportunity
Novi,MI,300,245,0.318,Saturated Market
Delta Junction,AK,100,0,0.954,Stable/Growing
Tipton,IA,100,0,0.954,Stable/Growing
Torrington,CT,300,175,0.318,Saturated Market
Murray,UT,300,280,0.318,Saturated Market
Lander,WY,300,70,0.318,Saturated Market
New London,CT,400,574,0.2385,Saturated Market
St. Paul,MN,200,35,0.477,Saturated Market
Slippery Rock,PA,250,0,0.3816,Saturated Market
Mount Pleasant,WI,50,154,1.9079,High Opportunity
Woodlawn,MD,0,70,100.0,Critical Opportunity
Rensselaer,NY,300,238,0.318,Saturated Market
King of Prussia,PA,400,427,0.2385,Saturated Market
Decatur,IL,400,0,0.2385,Saturated Market
Westlake Village,CA,200,329,0.477,Saturated Market
Stratton,VT,0,56,100.0,Critical Opportunity
Tulsa,OK,3550,847,0.0269,Saturated Market
Suisun City,CA,1400,98,0.0681,Saturated Market
Columbia,SC,2550,336,0.0374,Saturated Market
Delafield,WI,0,14,100.0,Critical Opportunity
Kealakekua,HI,0,14,100.0,Critical Opportunity
Dickinson,TX,200,28,0.477,Saturated Market
Evansville,IN,1000,35,0.0954,Saturated Market
Brown Deer,WI,0,35,100.0,Critical Opportunity
Chesterton,IN,700,0,0.1363,Saturated Market
Gila Bend,AZ,300,0,0.318,Saturated Market
Leesport,PA,0,28,100.0,Critical Opportunity
White Bear Lake,MN,600,49,0.159,Saturated Market
Mojave,CA,2250,14,0.0424,Saturated Market
Commerce,CA,2000,0,0.0477,Saturated Market
WAUSEON,OH,50,0,1.9079,High Opportunity
Alexander,NY,0,28,100.0,Critical Opportunity
Laconia,NH,200,49,0.477,Saturated Market
Modesto,CA,2500,532,0.0382,Saturated Market
Bryn Mawr,PA,0,28,100.0,Critical Opportunity
Primm,NV,300,0,0.318,Saturated Market
BUFFALO GROVE,IL,0,14,100.0,Critical Opportunity
Athens,TN,250,28,0.3816,Saturated Market
Nederland,TX,50,0,1.9079,High Opportunity
Schererville,IN,0,28,100.0,Critical Opportunity
Colonial Heights,VA,1200,56,0.0795,Saturated Market
Marble Hill,GA,0,14,100.0,Critical Opportunity
Lamar,CO,600,21,0.159,Saturated Market
Jamestown,NY,600,35,0.159,Saturated Market
Thomson,GA,200,0,0.477,Saturated Market
Pontiac,MI,0,140,100.0,Critical Opportunity
Vienna,IL,200,0,0.477,Saturated Market
Kayenta,AZ,400,0,0.2385,Saturated Market
Rochester,NY,3300,3143,0.0289,Saturated Market
Statesboro,GA,100,147,0.954,Stable/Growing
White Settlement,TX,0,14,100.0,Critical Opportunity
North Ogden,UT,0,14,100.0,Critical Opportunity
Kirkland,NY,0,28,100.0,Critical Opportunity
Keyser,WV,0,14,100.0,Critical Opportunity
Alcoa,TN,0,28,100.0,Critical Opportunity
Blue Diamond,NV,0,14,100.0,Critical Opportunity
Wauconda,IL,200,14,0.477,Saturated Market
Eureka,CA,900,154,0.106,Saturated Market
Pall Mall,TN,0,14,100.0,Critical Opportunity
Monkton,MD,0,28,100.0,Critical Opportunity
Lake Worth,TX,0,14,100.0,Critical Opportunity
North Adams,MA,0,28,100.0,Critical Opportunity
Martinsville,VA,100,98,0.954,Stable/Growing
Tenafly,NJ,0,14,100.0,Critical Opportunity
Helena,AR,0,14,100.0,Critical Opportunity
Bordentown,NJ,0,14,100.0,Critical Opportunity
Myerstown,PA,0,14,100.0,Critical Opportunity
Jacksonville,IL,0,28,100.0,Critical Opportunity
Mamaroneck,NY,0,98,100.0,Critical Opportunity
Fort Leavenworth,KS,0,224,100.0,Critical Opportunity
Camden,SC,0,42,100.0,Critical Opportunity
Springfield,PA,300,56,0.318,Saturated Market
Larkspur,CA,0,77,100.0,Critical Opportunity
Kittery,ME,300,224,0.318,Saturated Market
Bel Air,MD,1700,231,0.0561,Saturated Market
Frankenmuth,MI,0,14,100.0,Critical Opportunity
Brentwood,TN,100,133,0.954,Stable/Growing
CHANDLER,AZ,0,42,100.0,Critical Opportunity
Brisbane,CA,400,777,0.2385,Saturated Market
Citrus Heights,CA,1200,378,0.0795,Saturated Market
Santa,CA,0,14,100.0,Critical Opportunity
Holland,MI,1150,357,0.083,Saturated Market
Erwin,NC,0,14,100.0,Critical Opportunity
Lincroft,NJ,0,84,100.0,Critical Opportunity
